1.000000000000000000e+00,0.000000000000000000e+00,5.235999999999999943e+01,4.885200000000000209e+00,0.000000000000000000e+00,1.000000000000000000e+00
2.372670800000000000e+07,7.915000152587890625e+01,5.234999847412109375e+01,4.980000019073486328e+00,6.534000000000000000e+03,0.000000000000000000e+00
3.581503600000000000e+07,9.444000244140625000e+01,5.241999816894531250e+01,4.960000038146972656e+00,8.383000000000000000e+03,0.000000000000000000e+00
3.155312200000000000e+07,1.367100067138671875e+02,5.243000030517578125e+01,4.920000076293945312e+00,8.134000000000000000e+03,0.000000000000000000e+00
3.474582400000000000e+07,7.825000000000000000e+01,5.229999923706054688e+01,5.010000228881835938e+00,1.079000000000000000e+04,0.000000000000000000e+00
4.458694800000000000e+07,1.438999938964843750e+02,5.231000137329101562e+01,5.030000209808349609e+00,1.130100000000000000e+04,0.000000000000000000e+00
1.580125300000000000e+07,8.094000244140625000e+01,5.234999847412109375e+01,4.960000038146972656e+00,5.200000000000000000e+03,0.000000000000000000e+00
1.957202400000000000e+07,2.509299926757812500e+02,5.231000137329101562e+01,4.909999847412109375e+00,5.809000000000000000e+03,0.000000000000000000e+00
1.880151800000000000e+07,1.259100036621093750e+02,5.234000015258789062e+01,4.960000038146972656e+00,5.546000000000000000e+03,0.000000000000000000e+00
2.973384000000000000e+06,1.663899993896484375e+02,5.231000137329101562e+01,4.909999847412109375e+00,5.809000000000000000e+03,0.000000000000000000e+00
3.498547200000000000e+07,1.214199981689453125e+02,5.243000030517578125e+01,5.039999961853027344e+00,1.307300000000000000e+04,0.000000000000000000e+00
6.208213735597670400e+17,1.079300003051757812e+02,5.233000183105468750e+01,4.940000057220458984e+00,4.998000000000000000e+03,0.000000000000000000e+00
4.417476800000000000e+07,5.306000137329101562e+01,5.234000015258789062e+01,4.949999809265136719e+00,4.931000000000000000e+03,0.000000000000000000e+00
5.088839200000000000e+07,1.349100036621093750e+02,5.231000137329101562e+01,5.039999961853027344e+00,1.189700000000000000e+04,0.000000000000000000e+00
3.174266400000000000e+07,8.005000305175781250e+01,5.229999923706054688e+01,5.010000228881835938e+00,1.079000000000000000e+04,0.000000000000000000e+00
4.886419600000000000e+07,3.147900085449218750e+02,5.234000015258789062e+01,5.000000000000000000e+00,8.108000000000000000e+03,0.000000000000000000e+00
5.006581200000000000e+07,2.473300018310546875e+02,5.227000045776367188e+01,4.969999790191650391e+00,1.154900000000000000e+04,0.000000000000000000e+00
5.134042000000000000e+07,2.473300018310546875e+02,5.233000183105468750e+01,4.940000057220458984e+00,4.998000000000000000e+03,0.000000000000000000e+00
5.047228800000000000e+07,4.316999816894531250e+01,5.233000183105468750e+01,4.929999828338623047e+00,4.515000000000000000e+03,0.000000000000000000e+00
1.808264400000000000e+07,1.349100036621093750e+02,5.234000015258789062e+01,4.960000038146972656e+00,5.546000000000000000e+03,0.000000000000000000e+00
3.324158400000000000e+07,6.673499755859375000e+02,5.238999938964843750e+01,4.829999923706054688e+00,5.017000000000000000e+03,0.000000000000000000e+00
3.324144400000000000e+07,2.068600006103515625e+02,5.238999938964843750e+01,4.829999923706054688e+00,5.017000000000000000e+03,0.000000000000000000e+00
6.302057053028352000e+17,5.756099853515625000e+02,5.233000183105468750e+01,4.940000057220458984e+00,4.998000000000000000e+03,0.000000000000000000e+00
4.770987200000000000e+07,1.888699951171875000e+02,5.240000152587890625e+01,4.880000114440917969e+00,4.462000000000000000e+03,0.000000000000000000e+00
3.524352000000000000e+07,1.376100006103515625e+02,5.231000137329101562e+01,4.869999885559082031e+00,5.655000000000000000e+03,0.000000000000000000e+00
2.818000000000000000e+03,4.406999969482421875e+01,5.236000061035156250e+01,4.940000057220458984e+00,3.721000000000000000e+03,0.000000000000000000e+00
2.016800000000000000e+04,9.533999633789062500e+01,5.236000061035156250e+01,4.889999866485595703e+00,3.260000000000000000e+02,0.000000000000000000e+00
2.788600000000000000e+04,1.133199996948242188e+02,5.238999938964843750e+01,4.889999866485595703e+00,3.352000000000000000e+03,0.000000000000000000e+00
2.887100000000000000e+04,6.744999694824218750e+01,5.236999893188476562e+01,4.889999866485595703e+00,1.159000000000000000e+03,0.000000000000000000e+00
2.905100000000000000e+04,4.947000122070312500e+01,5.236999893188476562e+01,4.889999866485595703e+00,1.159000000000000000e+03,0.000000000000000000e+00
4.439100000000000000e+04,2.158500061035156250e+02,5.236999893188476562e+01,4.909999847412109375e+00,2.018000000000000000e+03,0.000000000000000000e+00
4.955200000000000000e+04,2.086600036621093750e+02,5.238000106811523438e+01,4.889999866485595703e+00,2.248000000000000000e+03,0.000000000000000000e+00
5.052300000000000000e+04,1.061299972534179688e+02,5.236999893188476562e+01,4.880000114440917969e+00,1.166000000000000000e+03,0.000000000000000000e+00
5.570900000000000000e+04,1.358099975585937500e+02,5.236000061035156250e+01,4.900000095367431641e+00,1.005000000000000000e+03,0.000000000000000000e+00
5.586800000000000000e+04,1.340099945068359375e+02,5.236000061035156250e+01,4.889999866485595703e+00,3.260000000000000000e+02,0.000000000000000000e+00
6.201500000000000000e+04,1.079300003051757812e+02,5.236000061035156250e+01,4.929999828338623047e+00,3.042000000000000000e+03,0.000000000000000000e+00
8.063500000000000000e+04,7.375000000000000000e+01,5.238000106811523438e+01,4.889999866485595703e+00,2.248000000000000000e+03,0.000000000000000000e+00
8.248200000000000000e+04,9.802999877929687500e+01,5.236999893188476562e+01,4.880000114440917969e+00,1.166000000000000000e+03,0.000000000000000000e+00
9.153500000000000000e+04,1.304100036621093750e+02,5.236000061035156250e+01,4.900000095367431641e+00,1.005000000000000000e+03,0.000000000000000000e+00
9.722100000000000000e+04,5.756000137329101562e+01,5.234999847412109375e+01,4.840000152587890625e+00,3.265000000000000000e+03,0.000000000000000000e+00
9.747600000000000000e+04,1.034300003051757812e+02,5.236000061035156250e+01,4.860000133514404297e+00,1.711000000000000000e+03,0.000000000000000000e+00
1.370260000000000000e+05,2.383399963378906250e+02,5.234999847412109375e+01,4.909999847412109375e+00,2.018000000000000000e+03,0.000000000000000000e+00
1.624670000000000000e+05,1.573899993896484375e+02,5.236000061035156250e+01,4.860000133514404297e+00,1.711000000000000000e+03,0.000000000000000000e+00
1.687690000000000000e+05,7.915000152587890625e+01,5.238000106811523438e+01,4.889999866485595703e+00,2.248000000000000000e+03,0.000000000000000000e+00
1.693560000000000000e+05,1.753800048828125000e+02,5.238000106811523438e+01,4.880000114440917969e+00,2.252000000000000000e+03,0.000000000000000000e+00
1.710540000000000000e+05,1.079300003051757812e+02,5.236999893188476562e+01,4.869999885559082031e+00,1.517000000000000000e+03,0.000000000000000000e+00
1.795280000000000000e+05,2.428300018310546875e+02,5.234000015258789062e+01,4.889999866485595703e+00,2.248000000000000000e+03,0.000000000000000000e+00
1.883470000000000000e+05,9.983000183105468750e+01,5.236999893188476562e+01,4.849999904632568359e+00,2.636000000000000000e+03,0.000000000000000000e+00
1.897540000000000000e+05,1.528999938964843750e+02,5.238000106811523438e+01,4.889999866485595703e+00,2.248000000000000000e+03,0.000000000000000000e+00
1.930380000000000000e+05,1.088300018310546875e+02,5.236000061035156250e+01,4.900000095367431641e+00,1.005000000000000000e+03,0.000000000000000000e+00
2.145310000000000000e+05,1.034300003051757812e+02,5.236999893188476562e+01,4.889999866485595703e+00,1.159000000000000000e+03,0.000000000000000000e+00
2.192760000000000000e+05,2.698200073242187500e+02,5.236999893188476562e+01,4.889999866485595703e+00,1.159000000000000000e+03,0.000000000000000000e+00
2.225160000000000000e+05,1.070299987792968750e+02,5.236000061035156250e+01,4.860000133514404297e+00,1.711000000000000000e+03,0.000000000000000000e+00
2.459270000000000000e+05,4.631799926757812500e+02,5.236999893188476562e+01,4.889999866485595703e+00,1.159000000000000000e+03,0.000000000000000000e+00
2.478050000000000000e+05,1.097300033569335938e+02,5.236999893188476562e+01,4.869999885559082031e+00,1.517000000000000000e+03,0.000000000000000000e+00
2.520800000000000000e+05,3.462600097656250000e+02,5.236999893188476562e+01,4.909999847412109375e+00,2.018000000000000000e+03,0.000000000000000000e+00
2.548000000000000000e+05,2.922999877929687500e+02,5.236999893188476562e+01,4.880000114440917969e+00,1.166000000000000000e+03,0.000000000000000000e+00
2.558090000000000000e+05,1.636900024414062500e+02,5.234000015258789062e+01,4.889999866485595703e+00,2.248000000000000000e+03,0.000000000000000000e+00
2.623940000000000000e+05,7.915000152587890625e+01,5.236000061035156250e+01,4.849999904632568359e+00,2.390000000000000000e+03,0.000000000000000000e+00
2.746880000000000000e+05,7.915000152587890625e+01,5.238000106811523438e+01,4.860000133514404297e+00,2.806000000000000000e+03,0.000000000000000000e+00
2.831700000000000000e+05,9.317700195312500000e+02,5.234999847412109375e+01,4.869999885559082031e+00,1.517000000000000000e+03,0.000000000000000000e+00
2.863740000000000000e+05,1.169199981689453125e+02,5.238000106811523438e+01,4.829999923706054688e+00,4.358000000000000000e+03,0.000000000000000000e+00
2.865000000000000000e+05,1.456999969482421875e+02,5.238000106811523438e+01,4.900000095367431641e+00,2.440000000000000000e+03,0.000000000000000000e+00
2.907010000000000000e+05,1.448000030517578125e+02,5.238000106811523438e+01,4.900000095367431641e+00,2.440000000000000000e+03,0.000000000000000000e+00
2.917520000000000000e+05,9.444000244140625000e+01,5.234999847412109375e+01,4.909999847412109375e+00,2.018000000000000000e+03,0.000000000000000000e+00
